,Date,Open,High,Low,Close,Volume,Trading Value,index,Close_9020,Date_9020,diff_9020,Close_9021,Date_9021,diff_9021,Close_9048,Date_9048,diff_9048
121,2016/7/4,18025,18080,17880,18080,353300,6367680500,121,9573,2016/7/4,0.013015873015872925,6530,2016/7/4,0.02095059412132594,583,2016/7/4,-0.0034188034188034067
122,2016/7/1,18320,18330,17860,18080,546500,9882215500,122,9450,2016/7/1,0.001802183822749992,6396,2016/7/1,-0.010978815524972929,585,2016/7/1,0.013864818024263537
123,2016/6/30,18300,18320,17990,18125,596000,10804279500,123,9433,2016/6/30,-0.0036966624419095817,6467,2016/6/30,0.0009286488159727657,577,2016/6/30,-0.013675213675213627
124,2016/6/29,18245,18335,17970,18145,527200,9560290500,124,9468,2016/6/29,0.016643401696553095,6461,2016/6/29,0.013013483850736973,585,2016/6/29,0.019163763066202044
125,2016/6/28,17700,18370,17610,18020,573400,10362369000,125,9313,2016/6/28,0.0021521575379317426,6378,2016/6/28,0.011899095668729265,574,2016/6/28,0.036101083032491044
126,2016/6/27,17350,18180,17225,18090,627200,11248890000,126,9293,2016/6/27,0.05650295588904042,6303,2016/6/27,0.042679900744416965,554,2016/6/27,0.05523809523809531
127,2016/6/24,18540,18580,16840,17050,641200,11177569500,127,8796,2016/6/24,-0.06495163176358032,6045,2016/6/24,-0.06002176955372418,525,2016/6/24,-0.02957486136783738
128,2016/6/23,18350,18350,18185,18340,353900,6473302000,128,9407,2016/6/23,0.004055929127975144,6431,2016/6/23,0.004529834426741708,541,2016/6/23,0.0
129,2016/6/22,18345,18395,18080,18180,240700,4385571500,129,9369,2016/6/22,-0.0031918289179699855,6402,2016/6/22,-0.005746233887249597,541,2016/6/22,-0.0018450184501844769
130,2016/6/21,17990,18375,17800,18345,396000,7178179000,130,9399,2016/6/21,0.012059868633573778,6439,2016/6/21,0.00924764890282126,542,2016/6/21,0.0037037037037037646
131,2016/6/20,17930,18150,17820,18075,490800,8858287000,131,9287,2016/6/20,0.016750602145828797,6380,2016/6/20,0.010292953285827355,540,2016/6/20,0.009345794392523255
132,2016/6/17,18270,18295,17650,17650,845900,15096745500,132,9134,2016/6/17,-0.00889756944444442,6315,2016/6/17,-0.01940993788819878,535,2016/6/17,-0.0092592592592593
133,2016/6/16,18535,18585,17985,18030,478700,8714438500,133,9216,2016/6/16,-0.02082447938801535,6440,2016/6/16,-0.018292682926829285,540,2016/6/16,-0.001848428835489857
134,2016/6/15,18445,18610,18305,18420,428600,7900989500,134,9412,2016/6/15,-0.007277713321379609,6560,2016/6/15,-0.0102595051297526,541,2016/6/15,-0.005514705882352922
135,2016/6/14,18510,18745,18300,18445,437900,8073798000,135,9481,2016/6/14,0.0006332453825856899,6628,2016/6/14,-0.008378216636744429,544,2016/6/14,-0.00366300366300365
136,2016/6/13,18955,18995,18570,18570,399800,7475362500,136,9475,2016/6/13,-0.020165460186142736,6684,2016/6/13,-0.03647109701600115,546,2016/6/13,-0.023255813953488413
137,2016/6/10,19480,19480,19125,19275,669000,12944440500,137,9670,2016/6/10,-0.018274111675126936,6937,2016/6/10,-0.0012957097610135637,559,2016/6/10,-0.012367491166077715
138,2016/6/9,19230,19365,19175,19300,337000,6499914000,138,9850,2016/6/9,-0.017946161515453585,6946,2016/6/9,-0.0119487908961593,566,2016/6/9,-0.010489510489510523
139,2016/6/8,19240,19370,19105,19370,362900,6989825000,139,10030,2016/6/8,0.007837620578778237,7030,2016/6/8,0.01589595375722541,572,2016/6/8,0.0
140,2016/6/7,19025,19165,18940,19105,401100,7654472000,140,9952,2016/6/7,0.004643650312941672,6920,2016/6/7,-0.0014430014430014682,572,2016/6/7,0.015985790408525657
141,2016/6/6,18760,19050,18655,19030,323900,6128024500,141,9906,2016/6/6,0.013297872340425565,6930,2016/6/6,0.010351363172474093,563,2016/6/6,0.023636363636363678
142,2016/6/3,18820,18970,18770,18970,340900,6434737000,142,9776,2016/6/3,0.02024629513671461,6859,2016/6/3,0.02664271815596475,550,2016/6/3,0.014760147601476037
143,2016/6/2,19125,19185,18815,18875,415800,7876126500,143,9582,2016/6/2,-0.027405602923264327,6681,2016/6/2,-0.02694436353043983,542,2016/6/2,-0.025179856115107868
144,2016/6/1,19550,19630,19190,19250,426500,8225479500,144,9852,2016/6/1,-0.027923038973852954,6866,2016/6/1,-0.009806749351023991,556,2016/6/1,-0.0035842293906810374
145,2016/5/31,19215,19640,19095,19630,509600,9926285000,145,10135,2016/5/31,0.005456349206349298,6934,2016/5/31,0.0011550678602367803,558,2016/5/31,-0.010638297872340385
146,2016/5/30,19400,19445,19215,19300,308400,5947160500,146,10080,2016/5/30,0.013880506940253445,6926,2016/5/30,0.022740696987596065,564,2016/5/30,0.018050541516245522
147,2016/5/27,19630,19630,19280,19305,371500,7206826000,147,9942,2016/5/27,0.008111944838775198,6772,2016/5/27,0.039447429009976887,554,2016/5/27,0.00910746812386165
148,2016/5/26,19550,19780,19450,19590,483000,9490229500,148,9862,2016/5/26,0.011590932403323428,6515,2016/5/26,0.00898249961282338,549,2016/5/26,0.005494505494505475
149,2016/5/25,19300,19350,19115,19135,321700,6176189500,149,9749,2016/5/25,0.011307053941908674,6457,2016/5/25,0.007961286294099201,546,2016/5/25,-0.001828153564899404
150,2016/5/24,19105,19175,18960,19000,305700,5825187500,150,9640,2016/5/24,-0.013306038894575267,6406,2016/5/24,-0.01582424335535415,547,2016/5/24,-0.014414414414414378
151,2016/5/23,19180,19235,18860,19110,368900,7024899500,151,9770,2016/5/23,-0.009931090393190067,6509,2016/5/23,-0.005956017104459366,555,2016/5/23,0.0
152,2016/5/20,19300,19330,19185,19270,336000,6471030500,152,9868,2016/5/20,-0.004740292486132169,6548,2016/5/20,-0.0010678871090770148,555,2016/5/20,0.007259528130671544
153,2016/5/19,19630,19690,19280,19360,249900,4854740000,153,9915,2016/5/19,-0.0016111167052663689,6555,2016/5/19,-0.013395544852498498,551,2016/5/19,0.026070763500931182
154,2016/5/18,19545,19595,19330,19465,419100,8161434500,154,9931,2016/5/18,0.00010070493454183982,6644,2016/5/18,0.004383975812547236,537,2016/5/18,0.001865671641791078
155,2016/5/17,19140,19345,18930,19335,373700,7180812000,155,9930,2016/5/17,0.014403922770456656,6615,2016/5/17,0.01941747572815533,536,2016/5/17,0.017077798861480087
156,2016/5/16,19010,19145,18865,18940,258800,4915270500,156,9789,2016/5/16,-0.00030637254901966227,6489,2016/5/16,-0.0024596464258263007,527,2016/5/16,-0.016791044776119368
157,2016/5/13,19360,19375,18960,18960,395300,7555652000,157,9792,2016/5/13,-0.010609275538041807,6505,2016/5/13,-0.02866955353143197,536,2016/5/13,-0.005565862708719838
158,2016/5/12,19050,19265,18970,19240,327900,6275538000,158,9897,2016/5/12,0.019048599670510757,6697,2016/5/12,0.012855414398064147,539,2016/5/12,0.007476635514018781
159,2016/5/11,19665,19720,19135,19190,425100,8216766000,159,9712,2016/5/11,-0.01360958764980702,6612,2016/5/11,-0.008398320335932796,535,2016/5/11,-0.01834862385321101
160,2016/5/10,19290,19515,19175,19450,483400,9362640000,160,9846,2016/5/10,0.02242990654205612,6668,2016/5/10,0.031080872119993774,545,2016/5/10,0.0092592592592593
161,2016/5/9,19265,19425,19125,19255,347800,6702095500,161,9630,2016/5/9,0.001455906821963504,6467,2016/5/9,0.010153077163386426,540,2016/5/9,0.0018552875695732052
162,2016/5/6,19650,19660,18955,19145,438500,8423536000,162,9616,2016/5/6,0.027789653698161665,6402,2016/5/6,0.006762069507784352,539,2016/5/6,-0.003696857670979714
163,2016/5/2,18760,18975,18685,18850,509500,9576833500,163,9356,2016/5/2,-0.047638436482084656,6359,2016/5/2,-0.04776879305181192,541,2016/5/2,-0.019927536231884035
164,2016/4/28,20085,20370,19300,19435,665800,13112976500,164,9824,2016/4/28,-0.022487562189054677,6678,2016/4/28,-0.01271437019515076,552,2016/4/28,-0.017793594306049876
165,2016/4/27,20660,20710,20060,20070,417200,8435853000,165,10050,2016/4/27,-0.017595307917888547,6764,2016/4/27,-0.030806705831781023,562,2016/4/27,-0.015761821366024553
166,2016/4/26,20430,20700,20405,20615,258400,5311876000,166,10230,2016/4/26,0.004418262150220897,6979,2016/4/26,-0.002429959977129803,571,2016/4/26,0.0
167,2016/4/25,20995,20995,20450,20575,499300,10291726500,167,10185,2016/4/25,-0.013559322033898313,6996,2016/4/25,0.004883654122378678,571,2016/4/25,-0.006956521739130417
168,2016/4/22,20345,21045,20245,20960,849400,17673185500,168,10325,2016/4/22,-0.0004840271055178702,6962,2016/4/22,-0.002864508736751592,575,2016/4/22,0.0017421602787457413
169,2016/4/21,20520,20565,20315,20480,465700,9528662000,169,10330,2016/4/21,0.007804878048780495,6982,2016/4/21,0.01733935596677827,574,2016/4/21,0.010563380281690238
170,2016/4/20,20310,20415,20205,20285,464100,9426230000,170,10250,2016/4/20,0.010848126232741562,6863,2016/4/20,0.017947196677543742,568,2016/4/20,0.0035335689045936647
171,2016/4/19,20005,20310,19850,20175,628900,12668477000,171,10140,2016/4/19,0.04385423100679442,6742,2016/4/19,0.03818909762858014,566,2016/4/19,0.0253623188405796
172,2016/4/18,19750,19995,19640,19680,550500,10909026000,172,9714,2016/4/18,-0.0282112845138055,6494,2016/4/18,-0.03305539011316261,552,2016/4/18,-0.012522361359570633
173,2016/4/15,19835,20340,19750,20195,752200,15152797000,173,9996,2016/4/15,-0.0013986013986013734,6716,2016/4/15,-0.0065088757396449815,559,2016/4/15,0.0
174,2016/4/14,19600,19975,19425,19975,847200,16753343000,174,10010,2016/4/14,0.038489469862018844,6760,2016/4/14,0.0430489122049067,559,2016/4/14,0.021937842778793515
175,2016/4/13,19045,19135,18780,18865,532200,10051059000,175,9639,2016/4/13,0.0077365394668060805,6481,2016/4/13,0.010761072988147324,547,2016/4/13,0.0
176,2016/4/12,18920,19225,18815,18910,334400,6338379000,176,9565,2016/4/12,-0.00880829015544038,6412,2016/4/12,-0.000311817898347333,547,2016/4/12,-0.00545454545454549
177,2016/4/11,19000,19150,18795,18960,346300,6556885000,177,9650,2016/4/11,-0.0011385984887692935,6414,2016/4/11,-0.0038825904643577935,550,2016/4/11,0.0018214936247722413
178,2016/4/8,18655,19360,18620,19115,572000,10878620500,178,9661,2016/4/8,0.02700116934197938,6439,2016/4/8,0.006093750000000009,549,2016/4/8,0.005494505494505475
179,2016/4/7,18700,19025,18630,18895,357700,6733682000,179,9407,2016/4/7,0.022944758590691672,6400,2016/4/7,0.01474552084984948,546,2016/4/7,0.024390243902439046
180,2016/4/6,18815,18985,18560,18700,528800,9893681000,180,9196,2016/4/6,0.0023980815347721673,6307,2016/4/6,-0.017907194020554296,533,2016/4/6,0.013307984790874583
181,2016/4/5,19410,19430,18810,18850,486300,9251788000,181,9174,2016/4/5,-0.03522978231149443,6422,2016/4/5,-0.032685645428528365,526,2016/4/5,-0.011278195488721776
182,2016/4/4,19345,19700,19330,19565,509400,9944459500,182,9509,2016/4/4,0.008805431784426165,6639,2016/4/4,0.004691283292978188,532,2016/4/4,0.01333333333333342
183,2016/4/1,19705,19740,19160,19225,579600,11209166000,183,9426,2016/4/1,-0.029548028415525618,6608,2016/4/1,-0.04907180889336593,525,2016/4/1,-0.0019011406844106071
184,2016/3/31,20300,20400,19855,19905,537900,10762422500,184,9713,2016/3/31,-0.017499494234270663,6949,2016/3/31,-0.010395898604386167,526,2016/3/31,0.00766283524904221
185,2016/3/30,20660,20700,20245,20255,448100,9158845000,185,9886,2016/3/30,-0.02504930966469432,7022,2016/3/30,-0.020368303571428603,522,2016/3/30,-0.013232514177693777
186,2016/3/29,20800,20955,20645,20795,396500,8252648000,186,10140,2016/3/29,-0.017917675544794176,7168,2016/3/29,-0.010628019323671523,529,2016/3/29,-0.016728624535315983
187,2016/3/28,20585,20865,20585,20865,405000,8404666000,187,10325,2016/3/28,0.02379771938522568,7245,2016/3/28,0.015274663677130151,538,2016/3/28,0.013182674199623268
188,2016/3/25,20345,20615,20335,20445,351300,7191220000,188,10085,2016/3/25,-0.0064039408866994885,7136,2016/3/25,0.0028105677346823565,531,2016/3/25,0.005681818181818121
189,2016/3/24,20195,20430,20165,20275,477000,9687098500,189,10150,2016/3/24,-0.00830483634587198,7116,2016/3/24,0.0063640220619431975,528,2016/3/24,0.0038022813688212143
190,2016/3/23,20150,20185,19975,20065,346600,6953264000,190,10235,2016/3/23,0.003923491907797949,7071,2016/3/23,0.019610670511896133,526,2016/3/23,0.00766283524904221
191,2016/3/22,19765,20210,19725,20080,507400,10165241500,191,10195,2016/3/22,0.02907035429494287,6935,2016/3/22,0.031073446327683607,522,2016/3/22,0.025540275049115824
192,2016/3/18,19750,19945,19405,19685,504700,9927175500,192,9907,2016/3/18,0.0003029079159935222,6726,2016/3/18,-0.025076097985215262,509,2016/3/18,-0.01737451737451734
193,2016/3/17,20000,20195,19710,19860,587300,11717465500,193,9904,2016/3/17,-0.011576846307385202,6899,2016/3/17,0.007153284671532756,518,2016/3/17,-0.009560229445506718
194,2016/3/16,19625,20170,19610,19945,619000,12364174000,194,10020,2016/3/16,-0.0004987531172069293,6850,2016/3/16,0.0008766803039157445,523,2016/3/16,0.0
195,2016/3/15,19670,19865,19540,19725,451200,8884923500,195,10025,2016/3/15,0.0024999999999999467,6844,2016/3/15,0.006618620385350882,523,2016/3/15,-0.007590132827324458
196,2016/3/14,19635,19840,19555,19620,450800,8868596500,196,10000,2016/3/14,0.014095933475306799,6799,2016/3/14,0.01538231780167254,527,2016/3/14,-0.003780718336483968
197,2016/3/11,19155,19570,19070,19465,733600,14150762000,197,9861,2016/3/11,0.005096320456630332,6696,2016/3/11,0.014391758824420453,529,2016/3/11,0.0018939393939394478
198,2016/3/10,19280,19420,19100,19345,590500,11405114000,198,9811,2016/3/10,0.0157366186975878,6601,2016/3/10,0.024363749224084463,528,2016/3/10,0.007633587786259444
199,2016/3/9,19415,19570,19030,19065,658600,12641431500,199,9659,2016/3/9,-0.006684491978609652,6444,2016/3/9,-0.025850340136054473,524,2016/3/9,-0.02420856610800748
200,2016/3/8,19550,19580,19170,19405,950900,18405362000,200,9724,2016/3/8,-0.01379310344827589,6615,2016/3/8,-0.012981199641897923,537,2016/3/8,0.0037383177570093906
201,2016/3/7,19500,19610,19330,19345,731800,14205051000,201,9860,2016/3/7,-0.01988071570576544,6702,2016/3/7,-0.012814847547503283,535,2016/3/7,-0.021937842778793404
202,2016/3/4,20050,20100,19735,19965,815100,16177793500,202,10060,2016/3/4,-0.008378511582060155,6789,2016/3/4,-0.018930635838150245,547,2016/3/4,0.0
203,2016/3/3,20410,20440,19980,20100,908800,18298318500,203,10145,2016/3/3,-0.012652068126520644,6920,2016/3/3,0.008158508158508049,547,2016/3/3,-0.01618705035971224
204,2016/3/2,20740,20885,20520,20750,509900,10571973500,204,10275,2016/3/2,0.009332023575638448,6864,2016/3/2,0.01298701298701288,556,2016/3/2,0.01831501831501825
205,2016/3/1,20050,20490,19955,20365,397300,8059480500,205,10180,2016/3/1,0.026623638563937124,6776,2016/3/1,0.025423728813559254,546,2016/3/1,0.011111111111111072
206,2016/2/29,21130,21145,20215,20215,608600,12499151000,206,9916,2016/2/29,-0.016269841269841323,6608,2016/2/29,-0.03701544739143103,540,2016/2/29,-0.030520646319569078
207,2016/2/26,21130,21410,20845,20895,306400,6451651000,207,10080,2016/2/26,-0.0009910802775024985,6862,2016/2/26,-0.004497316117800687,557,2016/2/26,-0.003577817531305927
208,2016/2/25,20445,21035,20405,20955,466100,9711804000,208,10090,2016/2/25,0.025719223340449293,6893,2016/2/25,0.03173177668013771,559,2016/2/25,0.021937842778793515
209,2016/2/24,20210,20475,19975,20305,458100,9270760000,209,9837,2016/2/24,-0.004352226720647723,6681,2016/2/24,0.005720307090170129,547,2016/2/24,0.001831501831501825
210,2016/2/23,20930,20995,20365,20430,668300,13769286000,210,9880,2016/2/23,-0.007334472018486915,6643,2016/2/23,-0.025095391840328718,546,2016/2/23,-0.014440433212996373
211,2016/2/22,20300,20930,20255,20755,400800,8295793000,211,9953,2016/2/22,0.026294081253866786,6814,2016/2/22,0.03352040042469295,554,2016/2/22,0.022140221402213944
212,2016/2/19,20210,20530,20035,20430,582100,11809607500,212,9698,2016/2/19,0.00455769629169267,6593,2016/2/19,0.018066707844348384,542,2016/2/19,0.009310986964618184
213,2016/2/18,20830,20995,20315,20380,629400,12972303000,213,9654,2016/2/18,0.005310840362386715,6476,2016/2/18,-0.002618204219929199,537,2016/2/18,-0.023636363636363678
214,2016/2/17,20940,20960,20050,20325,730000,14901628000,214,9603,2016/2/17,-0.026163675083662907,6493,2016/2/17,-0.04542781534842688,550,2016/2/17,-0.001814882032667886
215,2016/2/16,21280,21445,20945,21025,468600,9922330500,215,9861,2016/2/16,-0.027994085756530285,6802,2016/2/16,-0.03312011371712864,551,2016/2/16,-0.019572953736654797
216,2016/2/15,20395,21765,20320,21475,636700,13423217500,216,10145,2016/2/15,0.10247772223429696,7035,2016/2/15,0.11489698890649769,562,2016/2/15,0.08285163776493265
217,2016/2/12,19925,20075,19395,19440,766600,15139958500,217,9202,2016/2/12,-0.07489695385543382,6310,2016/2/12,-0.08097873579959214,519,2016/2/12,-0.03531598513011147
218,2016/2/10,21750,21915,20415,20610,643600,13441277000,218,9947,2016/2/10,-0.049952244508118415,6866,2016/2/10,-0.06112402570764397,538,2016/2/10,-0.025362318840579712
219,2016/2/9,21705,22055,21500,21700,476400,10362262500,219,10470,2016/2/9,-0.03724137931034488,7313,2016/2/9,-0.038016311496974486,552,2016/2/9,-0.00540540540540535
220,2016/2/8,21910,22630,21675,22480,469800,10494050000,220,10875,2016/2/8,0.009280742459396807,7602,2016/2/8,0.014005602240896309,555,2016/2/8,0.025878003696857776
221,2016/2/5,22350,22425,21970,22150,564100,12487731500,221,10775,2016/2/5,-0.0226757369614512,7497,2016/2/5,-0.020512150509537475,541,2016/2/5,0.0
222,2016/2/4,22490,22695,22230,22600,615800,13867070500,222,11025,2016/2/4,-0.029489436619718257,7654,2016/2/4,-0.0064901349948078835,541,2016/2/4,-0.02169981916817365
223,2016/2/3,22430,22795,22325,22735,866800,19566889500,223,11360,2016/2/3,-0.01260321599304648,7704,2016/2/3,-0.0024601838663731446,553,2016/2/3,-0.008960573476702538
224,2016/2/2,22555,22700,22330,22600,495600,11177677000,224,11505,2016/2/2,0.015894039735099286,7723,2016/2/2,0.04732845131543262,558,2016/2/2,0.02010968921389389
225,2016/2/1,22500,22845,22400,22560,593500,13386085000,225,11325,2016/2/1,0.030482256596906288,7374,2016/2/1,-0.04728682170542631,547,2016/2/1,0.001831501831501825
226,2016/1/29,21305,22275,21235,22105,662000,14432800500,226,10990,2016/1/29,0.059787849566055984,7740,2016/1/29,0.03628330432454141,546,2016/1/29,0.040000000000000036
227,2016/1/28,21285,21745,21180,21540,515900,11127099500,227,10370,2016/1/28,0.0038722168441431837,7469,2016/1/28,0.001474926253687281,525,2016/1/28,0.011560693641618602
228,2016/1/27,21300,21380,21120,21285,454800,9671843500,228,10330,2016/1/27,0.026328862394436214,7458,2016/1/27,0.022344071281699796,519,2016/1/27,0.023668639053254337
229,2016/1/26,20880,21195,20690,20895,506600,10614341000,229,10065,2016/1/26,-0.010324483775811188,7295,2016/1/26,-0.015386691861249857,507,2016/1/26,-0.0019685039370078705
230,2016/1/25,20800,21345,20610,21185,665400,13978123000,230,10170,2016/1/25,0.005934718100890191,7409,2016/1/25,0.005428144931469703,508,2016/1/25,0.024193548387096753
231,2016/1/22,19800,20455,19415,20450,542200,10847091500,231,10110,2016/1/22,0.048646405974484,7369,2016/1/22,0.05542824405614444,496,2016/1/22,0.04421052631578948
232,2016/1/21,19730,20125,19065,19065,595700,11668409000,232,9641,2016/1/21,-0.030568124685771747,6982,2016/1/21,-0.03616786305908337,475,2016/1/21,-0.020618556701030966
233,2016/1/20,20460,20485,19645,19670,516400,10330153000,233,9945,2016/1/20,-0.04695735505510301,7244,2016/1/20,-0.05183246073298431,485,2016/1/20,-0.037698412698412676
234,2016/1/19,20705,20855,20360,20595,420900,8657181000,234,10435,2016/1/19,0.0028832292167226825,7640,2016/1/19,-0.006760270410816394,504,2016/1/19,0.001988071570576455
235,2016/1/18,20550,20890,20480,20840,483500,10025876500,235,10405,2016/1/18,-0.005733397037744892,7692,2016/1/18,-0.01624248625143876,503,2016/1/18,0.008016032064128265
236,2016/1/15,20655,20845,20450,20680,509700,10523843000,236,10465,2016/1/15,0.003355704697986628,7819,2016/1/15,0.012561512561512611,499,2016/1/15,0.01836734693877551
237,2016/1/14,20245,20385,19885,20250,449500,9065300000,237,10430,2016/1/14,-0.021116846550915058,7722,2016/1/14,-0.017932086989698615,490,2016/1/14,-0.014084507042253502
238,2016/1/13,20160,20880,20080,20875,597000,12317770500,238,10655,2016/1/13,0.02897151134717535,7863,2016/1/13,0.023162003903708595,497,2016/1/13,0.018442622950819665
239,2016/1/12,20200,20500,19760,19765,577000,11563654000,239,10355,2016/1/12,-0.04781609195402303,7685,2016/1/12,-0.042248255234297094,488,2016/1/12,-0.010141987829614618
240,2016/1/8,20365,20920,20320,20405,565700,11618290000,240,10875,2016/1/8,-0.015837104072398245,8024,2016/1/8,-0.012430769230769245,493,2016/1/8,-0.004040404040404066
241,2016/1/7,20800,21180,20520,20545,449500,9312263000,241,11050,2016/1/7,-0.007633587786259555,8125,2016/1/7,0.0034580708904532464,495,2016/1/7,-0.010000000000000009
242,2016/1/6,21280,21550,20885,20985,332800,7025136000,242,11135,2016/1/6,-0.006247211066488179,8097,2016/1/6,-0.006015222194942327,500,2016/1/6,0.006036217303822866
243,2016/1/5,21010,21330,20785,21150,360500,7602400500,243,11205,2016/1/5,0.007191011235955003,8146,2016/1/5,0.000614175162756414,497,2016/1/5,0.014285714285714235
244,2016/1/4,21885,21980,20970,21010,643900,13805855500,244,11125,2016/1/4,,8141,2016/1/4,,490,2016/1/4,
